AIRLINE_ENGLISH,AIRLINE_KOREAN,AIRPORT,AIR_FLN,ARRIVED_ENG,ARRIVED_KOR,BAGGAGE_CLAIM,BOARDING_ENG,BOARDING_KOR,CITY,ETD,FLIGHT_DATE,GATE,IO,LINE,LINE_CODE,RMK_ENG,RMK_KOR,STD,UFID
KOREAN AIR,대한항공,CJU,KE1385,JEJU,제주,4,GIMPO,서울/김포,GMP,0934,20230430,,I,국내,D,ARRIVED   ,도착,0925,20230430CJUIKE1385
KOREAN AIR,대한항공,CJU,KE1505,JEJU,제주,2,GIMHAE,부산/김해,PUS,0756,20230430,,I,국내,D,ARRIVED   ,도착,0800,20230430CJUIKE1505
KOREAN AIR,대한항공,CJU,KE1517,JEJU,제주,5,GIMHAE,부산/김해,PUS,1103,20230430,,I,국내,D,ARRIVED   ,도착,1115,20230430CJUIKE1517
KOREAN AIR,대한항공,CJU,KE1529,JEJU,제주,3,GIMHAE,부산/김해,PUS,1408,20230430,,I,국내,D,ARRIVED   ,도착,1420,20230430CJUIKE1529
KOREAN AIR,대한항공,CJU,KE1533,JEJU,제주,4,GIMHAE,부산/김해,PUS,1458,20230430,,I,국내,D,ARRIVED   ,도착,1500,20230430CJUIKE1533
KOREAN AIR,대한항공,CJU,KE1543,JEJU,제주,2,GIMHAE,부산/김해,PUS,1741,20230430,,I,국내,D,ARRIVED   ,도착,1740,20230430CJUIKE1543
KOREAN AIR,대한항공,CJU,KE1553,JEJU,제주,3,GIMHAE,부산/김해,PUS,2001,20230430,,I,국내,D,ARRIVED   ,도착,2015,20230430CJUIKE1553
KOREAN AIR,대한항공,CJU,KE1561,JEJU,제주,3,GIMHAE,부산/김해,PUS,2140,20230430,,I,국내,D,ARRIVED   ,도착,2200,20230430CJUIKE1561
KOREAN AIR,대한항공,CJU,KE1595,JEJU,제주,3,ULSAN,울산,USN,1520,20230430,,I,국내,D,ARRIVED   ,도착,1530,20230430CJUIKE1595
KOREAN AIR,대한항공,CJU,KE1607,JEJU,제주,4,GWANGJU,광주,KWJ,1119,20230430,,I,국내,D,ARRIVED   ,도착,1135,20230430CJUIKE1607
KOREAN AIR,대한항공,CJU,KE1613,JEJU,제주,4,GWANGJU,광주,KWJ,1533,20230430,,I,국내,D,ARRIVED   ,도착,1540,20230430CJUIKE1613
KOREAN AIR,대한항공,CJU,KE1619,JEJU,제주,2,GWANGJU,광주,KWJ,1818,20230430,,I,국내,D,ARRIVED   ,도착,1830,20230430CJUIKE1619
KOREAN AIR,대한항공,CJU,KE1707,JEJU,제주,2,CHEONGJU,청주,CJJ,1008,20230430,,I,국내,D,ARRIVED   ,도착,1015,20230430CJUIKE1707
KOREAN AIR,대한항공,CJU,KE1717,JEJU,제주,2,CHEONGJU,청주,CJJ,1503,20230430,,I,국내,D,ARRIVED   ,도착,1515,20230430CJUIKE1717
KOREAN AIR,대한항공,CJU,KE1725,JEJU,제주,2,CHEONGJU,청주,CJJ,1833,20230430,,I,국내,D,ARRIVED   ,도착,1845,20230430CJUIKE1725
JINAIR,진에어,CJU,LJ301,JEJU,제주,2,GIMPO,서울/김포,GMP,0718,20230430,,I,국내,D,ARRIVED   ,도착,0720,20230430CJUILJ301
JINAIR,진에어,CJU,LJ303,JEJU,제주,3,GIMPO,서울/김포,GMP,0721,20230430,,I,국내,D,ARRIVED   ,도착,0725,20230430CJUILJ303
JINAIR,진에어,CJU,LJ305,JEJU,제주,3,GIMPO,서울/김포,GMP,1138,20230430,,I,국내,D,ARRIVED   ,도착,1145,20230430CJUILJ305
JINAIR,진에어,CJU,LJ307,JEJU,제주,3,GIMPO,서울/김포,GMP,1225,20230430,,I,국내,D,ARRIVED   ,도착,1205,20230430CJUILJ307
JINAIR,진에어,CJU,LJ309,JEJU,제주,2,GIMPO,서울/김포,GMP,1602,20230430,,I,국내,D,ARRIVED   ,도착,1555,20230430CJUILJ309
JINAIR,진에어,CJU,LJ311,JEJU,제주,2,GIMPO,서울/김포,GMP,1626,20230430,,I,국내,D,ARRIVED   ,도착,1610,20230430CJUILJ311
JINAIR,진에어,CJU,LJ313,JEJU,제주,2,GIMPO,서울/김포,GMP,2027,20230430,,I,국내,D,ARRIVED   ,도착,2015,20230430CJUILJ313
JINAIR,진에어,CJU,LJ315,JEJU,제주,2,GIMPO,서울/김포,GMP,2111,20230430,,I,국내,D,ARRIVED   ,도착,2050,20230430CJUILJ315
JINAIR,진에어,CJU,LJ431,JEJU,제주,4,WONJU,원주,WJU,1413,20230430,,I,국내,D,ARRIVED   ,도착,1415,20230430CJUILJ431
JINAIR,진에어,CJU,LJ433,JEJU,제주,5,WONJU,원주,WJU,1758,20230430,,I,국내,D,ARRIVED   ,도착,1755,20230430CJUILJ433
JINAIR,진에어,CJU,LJ451,JEJU,제주,2,POHANG GYEONGJU,포항/포항경주,KPO,1219,20230430,,I,국내,D,ARRIVED   ,도착,1215,20230430CJUILJ451
JINAIR,진에어,CJU,LJ453,JEJU,제주,2,POHANG GYEONGJU,포항/포항경주,KPO,1530,20230430,,I,국내,D,ARRIVED   ,도착,1525,20230430CJUILJ453
JINAIR,진에어,CJU,LJ503,JEJU,제주,2,GIMHAE,부산/김해,PUS,1346,20230430,,I,국내,D,ARRIVED   ,도착,1405,20230430CJUILJ503
JINAIR,진에어,CJU,LJ505,JEJU,제주,2,GIMHAE,부산/김해,PUS,1755,20230430,,I,국내,D,ARRIVED   ,도착,1810,20230430CJUILJ505
JINAIR,진에어,CJU,LJ507,JEJU,제주,2,GIMHAE,부산/김해,PUS,1020,20230430,,I,국내,D,ARRIVED   ,도착,1035,20230430CJUILJ507
JINAIR,진에어,CJU,LJ551,JEJU,제주,4,CHEONGJU,청주,CJJ,0811,20230430,,I,국내,D,ARRIVED   ,도착,0835,20230430CJUILJ551
JINAIR,진에어,CJU,LJ553,JEJU,제주,3,CHEONGJU,청주,CJJ,1152,20230430,,I,국내,D,ARRIVED   ,도착,1210,20230430CJUILJ553
JINAIR,진에어,CJU,LJ557,JEJU,제주,4,CHEONGJU,청주,CJJ,1710,20230430,,I,국내,D,ARRIVED   ,도착,1715,20230430CJUILJ557
JINAIR,진에어,CJU,LJ559,JEJU,제주,3,CHEONGJU,청주,CJJ,2053,20230430,,I,국내,D,ARRIVED   ,도착,2030,20230430CJUILJ559
JINAIR,진에어,CJU,LJ561,JEJU,제주,4,GIMHAE,부산/김해,PUS,0837,20230430,,I,국내,D,ARRIVED   ,도착,0845,20230430CJUILJ561
JINAIR,진에어,CJU,LJ563,JEJU,제주,2,GIMHAE,부산/김해,PUS,1311,20230430,,I,국내,D,ARRIVED   ,도착,1310,20230430CJUILJ563
JINAIR,진에어,CJU,LJ565,JEJU,제주,3,GIMHAE,부산/김해,PUS,1547,20230430,,I,국내,D,ARRIVED   ,도착,1520,20230430CJUILJ565
JINAIR,진에어,CJU,LJ567,JEJU,제주,2,GIMHAE,부산/김해,PUS,2019,20230430,,I,국내,D,ARRIVED   ,도착,2000,20230430CJUILJ567
JINAIR,진에어,CJU,LJ571,JEJU,제주,3,DAEGU,대구,TAE,0834,20230430,,I,국내,D,ARRIVED   ,도착,0850,20230430CJUILJ571
JINAIR,진에어,CJU,LJ573,JEJU,제주,2,DAEGU,대구,TAE,1113,20230430,,I,국내,D,ARRIVED   ,도착,1105,20230430CJUILJ573
JINAIR,진에어,CJU,LJ575,JEJU,제주,3,DAEGU,대구,TAE,1449,20230430,,I,국내,D,ARRIVED   ,도착,1445,20230430CJUILJ575
JINAIR,진에어,CJU,LJ577,JEJU,제주,2,DAEGU,대구,TAE,1703,20230430,,I,국내,D,ARRIVED   ,도착,1655,20230430CJUILJ577
JINAIR,진에어,CJU,LJ579,JEJU,제주,2,DAEGU,대구,TAE,1937,20230430,,I,국내,D,ARRIVED   ,도착,1940,20230430CJUILJ579
JINAIR,진에어,CJU,LJ583,JEJU,제주,2,CHEONGJU,청주,CJJ,1301,20230430,,I,국내,D,ARRIVED   ,도착,1305,20230430CJUILJ583
JINAIR,진에어,CJU,LJ585,JEJU,제주,2,CHEONGJU,청주,CJJ,1335,20230430,,I,국내,D,ARRIVED   ,도착,1340,20230430CJUILJ585
JINAIR,진에어,CJU,LJ587,JEJU,제주,3,CHEONGJU,청주,CJJ,1814,20230430,,I,국내,D,ARRIVED   ,도착,1825,20230430CJUILJ587
JINAIR,진에어,CJU,LJ591,JEJU,제주,4,GWANGJU,광주,KWJ,1629,20230430,,I,국내,D,ARRIVED   ,도착,1635,20230430CJUILJ591
JINAIR,진에어,CJU,LJ593,JEJU,제주,2,GWANGJU,광주,KWJ,0941,20230430,,I,국내,D,ARRIVED   ,도착,0955,20230430CJUILJ593
JINAIR,진에어,CJU,LJ595,JEJU,제주,2,GWANGJU,광주,KWJ,2126,20230430,,I,국내,D,ARRIVED   ,도착,2125,20230430CJUILJ595
JINAIR,진에어,CJU,LJ597,JEJU,제주,5,GWANGJU,광주,KWJ,1824,20230430,,I,국내,D,ARRIVED   ,도착,1830,20230430CJUILJ597
JINAIR,진에어,CJU,LJ599,JEJU,제주,4,YEOSU,여수,RSU,1023,20230430,,I,국내,D,ARRIVED   ,도착,1035,20230430CJUILJ599
JINAIR,진에어,CJU,LJ710,JEJU,제주,,BANGKOK,방콕/방콕/수완나품,BKK,0915,20230430,,I,국제,I,ARRIVED   ,도착,0920,20230430CJUILJ710
CHINA EASTERN AIRLINES,중국동방항공,CJU,MU5059,JEJU,제주,,PUDONG,상하이/푸동,PVG,1204,20230430,,I,국제,I,ARRIVED   ,도착,1230,20230430CJUIMU5059
ASIANA AIRLINE,아시아나항공,CJU,OZ8011,JEJU,제주,4,GIMPO,서울/김포,GMP,0754,20230430,,I,국내,D,ARRIVED   ,도착,0805,20230430CJUIOZ8011
ASIANA AIRLINE,아시아나항공,CJU,OZ8013,JEJU,제주,4,GIMPO,서울/김포,GMP,0823,20230430,,I,국내,D,ARRIVED   ,도착,0830,20230430CJUIOZ8013
ASIANA AIRLINE,아시아나항공,CJU,OZ8015,JEJU,제주,4,GIMPO,서울/김포,GMP,1928,20230430,,I,국내,D,ARRIVED   ,도착,1920,20230430CJUIOZ8015
ASIANA AIRLINE,아시아나항공,CJU,OZ8019,JEJU,제주,5,GIMPO,서울/김포,GMP,1837,20230430,,I,국내,D,ARRIVED   ,도착,1855,20230430CJUIOZ8019
ASIANA AIRLINE,아시아나항공,CJU,OZ8021,JEJU,제주,3,GIMPO,서울/김포,GMP,1738,20230430,,I,국내,D,ARRIVED   ,도착,1615,20230430CJUIOZ8021
ASIANA AIRLINE,아시아나항공,CJU,OZ8029,JEJU,제주,4,GIMPO,서울/김포,GMP,1305,20230430,,I,국내,D,ARRIVED   ,도착,1215,20230430CJUIOZ8029
ASIANA AIRLINE,아시아나항공,CJU,OZ8041,JEJU,제주,5,GIMPO,서울/김포,GMP,0931,20230430,,I,국내,D,ARRIVED   ,도착,0940,20230430CJUIOZ8041
ASIANA AIRLINE,아시아나항공,CJU,OZ8091,JEJU,제주,4,GIMPO,서울/김포,GMP,1342,20230430,,I,국내,D,ARRIVED   ,도착,1330,20230430CJUIOZ8091
ASIANA AIRLINE,아시아나항공,CJU,OZ8101,JEJU,제주,4,GIMHAE,부산/김해,PUS,0741,20230430,,I,국내,D,ARRIVED   ,도착,0755,20230430CJUIOZ8101
ASIANA AIRLINE,아시아나항공,CJU,OZ8107,JEJU,제주,5,GIMHAE,부산/김해,PUS,0821,20230430,,I,국내,D,ARRIVED   ,도착,0835,20230430CJUIOZ8107
ASIANA AIRLINE,아시아나항공,CJU,OZ8109,JEJU,제주,5,GIMHAE,부산/김해,PUS,1238,20230430,,I,국내,D,ARRIVED   ,도착,1250,20230430CJUIOZ8109
ASIANA AIRLINE,아시아나항공,CJU,OZ8111,JEJU,제주,5,GIMHAE,부산/김해,PUS,1420,20230430,,I,국내,D,ARRIVED   ,도착,1420,20230430CJUIOZ8111
ASIANA AIRLINE,아시아나항공,CJU,OZ8113,JEJU,제주,4,GIMHAE,부산/김해,PUS,1556,20230430,,I,국내,D,ARRIVED   ,도착,1555,20230430CJUIOZ8113
ASIANA AIRLINE,아시아나항공,CJU,OZ8115,JEJU,제주,5,GIMHAE,부산/김해,PUS,1524,20230430,,I,국내,D,ARRIVED   ,도착,1540,20230430CJUIOZ8115
ASIANA AIRLINE,아시아나항공,CJU,OZ8117,JEJU,제주,5,GIMHAE,부산/김해,PUS,1735,20230430,,I,국내,D,ARRIVED   ,도착,1740,20230430CJUIOZ8117
ASIANA AIRLINE,아시아나항공,CJU,OZ8123,JEJU,제주,5,DAEGU,대구,TAE,1033,20230430,,I,국내,D,ARRIVED   ,도착,1030,20230430CJUIOZ8123
ASIANA AIRLINE,아시아나항공,CJU,OZ8125,JEJU,제주,4,DAEGU,대구,TAE,1423,20230430,,I,국내,D,ARRIVED   ,도착,1430,20230430CJUIOZ8125
ASIANA AIRLINE,아시아나항공,CJU,OZ8127,JEJU,제주,4,DAEGU,대구,TAE,2005,20230430,,I,국내,D,ARRIVED   ,도착,2015,20230430CJUIOZ8127
ASIANA AIRLINE,아시아나항공,CJU,OZ8131,JEJU,제주,5,GIMHAE,부산/김해,PUS,2031,20230430,,I,국내,D,ARRIVED   ,도착,2040,20230430CJUIOZ8131
ASIANA AIRLINE,아시아나항공,CJU,OZ8133,JEJU,제주,5,GIMHAE,부산/김해,PUS,0852,20230430,,I,국내,D,ARRIVED   ,도착,0900,20230430CJUIOZ8133
ASIANA AIRLINE,아시아나항공,CJU,OZ8139,JEJU,제주,4,GIMHAE,부산/김해,PUS,1853,20230430,,I,국내,D,ARRIVED   ,도착,1900,20230430CJUIOZ8139
ASIANA AIRLINE,아시아나항공,CJU,OZ8141,JEJU,제주,4,GWANGJU,광주,KWJ,1036,20230430,,I,국내,D,ARRIVED   ,도착,1045,20230430CJUIOZ8141
ASIANA AIRLINE,아시아나항공,CJU,OZ8143,JEJU,제주,5,GWANGJU,광주,KWJ,1328,20230430,,I,국내,D,ARRIVED   ,도착,1340,20230430CJUIOZ8143
ASIANA AIRLINE,아시아나항공,CJU,OZ8145,JEJU,제주,5,GWANGJU,광주,KWJ,1512,20230430,,I,국내,D,ARRIVED   ,도착,1530,20230430CJUIOZ8145
ASIANA AIRLINE,아시아나항공,CJU,OZ8147,JEJU,제주,4,GWANGJU,광주,KWJ,1844,20230430,,I,국내,D,ARRIVED   ,도착,1855,20230430CJUIOZ8147
ASIANA AIRLINE,아시아나항공,CJU,OZ8149,JEJU,제주,5,GWANGJU,광주,KWJ,2056,20230430,,I,국내,D,ARRIVED   ,도착,2015,20230430CJUIOZ8149
ASIANA AIRLINE,아시아나항공,CJU,OZ8183,JEJU,제주,5,GIMHAE,부산/김해,PUS,1231,20230430,,I,국내,D,ARRIVED   ,도착,1235,20230430CJUIOZ8183
ASIANA AIRLINE,아시아나항공,CJU,OZ8197,JEJU,제주,4,YEOSU,여수,RSU,1216,20230430,,I,국내,D,ARRIVED   ,도착,1235,20230430CJUIOZ8197
ASIANA AIRLINE,아시아나항공,CJU,OZ8199,JEJU,제주,5,YEOSU,여수,RSU,1633,20230430,,I,국내,D,ARRIVED   ,도착,1650,20230430CJUIOZ8199
ASIANA AIRLINE,아시아나항공,CJU,OZ8231,JEJU,제주,5,CHEONGJU,청주,CJJ,0748,20230430,,I,국내,D,ARRIVED   ,도착,0800,20230430CJUIOZ8231
ASIANA AIRLINE,아시아나항공,CJU,OZ8233,JEJU,제주,5,CHEONGJU,청주,CJJ,1354,20230430,,I,국내,D,ARRIVED   ,도착,1355,20230430CJUIOZ8233
ASIANA AIRLINE,아시아나항공,CJU,OZ8235,JEJU,제주,4,CHEONGJU,청주,CJJ,1804,20230430,,I,국내,D,ARRIVED   ,도착,1820,20230430CJUIOZ8235
ASIANA AIRLINE,아시아나항공,CJU,OZ8903,JEJU,제주,4,GIMPO,서울/김포,GMP,1331,20230430,,I,국내,D,ARRIVED   ,도착,1335,20230430CJUIOZ8903
ASIANA AIRLINE,아시아나항공,CJU,OZ8911,JEJU,제주,5,GIMPO,서울/김포,GMP,0738,20230430,,I,국내,D,ARRIVED   ,도착,0750,20230430CJUIOZ8911
ASIANA AIRLINE,아시아나항공,CJU,OZ8913,JEJU,제주,5,GIMPO,서울/김포,GMP,0827,20230430,,I,국내,D,ARRIVED   ,도착,0835,20230430CJUIOZ8913
ASIANA AIRLINE,아시아나항공,CJU,OZ8915,JEJU,제주,3,GIMPO,서울/김포,GMP,0854,20230430,,I,국내,D,ARRIVED   ,도착,0905,20230430CJUIOZ8915
ASIANA AIRLINE,아시아나항공,CJU,OZ8921,JEJU,제주,4,GIMPO,서울/김포,GMP,0922,20230430,,I,국내,D,ARRIVED   ,도착,0935,20230430CJUIOZ8921
ASIANA AIRLINE,아시아나항공,CJU,OZ8925,JEJU,제주,5,GIMPO,서울/김포,GMP,0937,20230430,,I,국내,D,ARRIVED   ,도착,0940,20230430CJUIOZ8925
ASIANA AIRLINE,아시아나항공,CJU,OZ8927,JEJU,제주,4,GIMPO,서울/김포,GMP,1056,20230430,,I,국내,D,ARRIVED   ,도착,1100,20230430CJUIOZ8927
ASIANA AIRLINE,아시아나항공,CJU,OZ8931,JEJU,제주,3,GIMPO,서울/김포,GMP,1121,20230430,,I,국내,D,ARRIVED   ,도착,1125,20230430CJUIOZ8931
ASIANA AIRLINE,아시아나항공,CJU,OZ8935,JEJU,제주,4,GIMPO,서울/김포,GMP,1142,20230430,,I,국내,D,ARRIVED   ,도착,1150,20230430CJUIOZ8935
ASIANA AIRLINE,아시아나항공,CJU,OZ8937,JEJU,제주,5,GIMPO,서울/김포,GMP,0711,20230430,,I,국내,D,ARRIVED   ,도착,0720,20230430CJUIOZ8937
ASIANA AIRLINE,아시아나항공,CJU,OZ8941,JEJU,제주,5,GIMPO,서울/김포,GMP,1212,20230430,,I,국내,D,ARRIVED   ,도착,1225,20230430CJUIOZ8941
ASIANA AIRLINE,아시아나항공,CJU,OZ8943,JEJU,제주,5,GIMPO,서울/김포,GMP,1258,20230430,,I,국내,D,ARRIVED   ,도착,1305,20230430CJUIOZ8943
ASIANA AIRLINE,아시아나항공,CJU,OZ8947,JEJU,제주,5,GIMPO,서울/김포,GMP,1339,20230430,,I,국내,D,ARRIVED   ,도착,1335,20230430CJUIOZ8947
ASIANA AIRLINE,아시아나항공,CJU,OZ8951,JEJU,제주,5,GIMPO,서울/김포,GMP,1452,20230430,,I,국내,D,ARRIVED   ,도착,1455,20230430CJUIOZ8951
ASIANA AIRLINE,아시아나항공,CJU,OZ8953,JEJU,제주,4,GIMPO,서울/김포,GMP,1515,20230430,,I,국내,D,ARRIVED   ,도착,1510,20230430CJUIOZ8953
ASIANA AIRLINE,아시아나항공,CJU,OZ8957,JEJU,제주,5,GIMPO,서울/김포,GMP,1536,20230430,,I,국내,D,ARRIVED   ,도착,1530,20230430CJUIOZ8957
ASIANA AIRLINE,아시아나항공,CJU,OZ8961,JEJU,제주,5,GIMPO,서울/김포,GMP,1608,20230430,,I,국내,D,ARRIVED   ,도착,1605,20230430CJUIOZ8961
ASIANA AIRLINE,아시아나항공,CJU,OZ8963,JEJU,제주,4,GIMPO,서울/김포,GMP,1620,20230430,,I,국내,D,ARRIVED   ,도착,1615,20230430CJUIOZ8963
ASIANA AIRLINE,아시아나항공,CJU,OZ8967,JEJU,제주,4,GIMPO,서울/김포,GMP,1744,20230430,,I,국내,D,ARRIVED   ,도착,1750,20230430CJUIOZ8967
ASIANA AIRLINE,아시아나항공,CJU,OZ8971,JEJU,제주,4,GIMPO,서울/김포,GMP,1729,20230430,,I,국내,D,ARRIVED   ,도착,1710,20230430CJUIOZ8971
ASIANA AIRLINE,아시아나항공,CJU,OZ8973,JEJU,제주,5,GIMPO,서울/김포,GMP,1856,20230430,,I,국내,D,ARRIVED   ,도착,1900,20230430CJUIOZ8973
ASIANA AIRLINE,아시아나항공,CJU,OZ8981,JEJU,제주,5,GIMPO,서울/김포,GMP,1931,20230430,,I,국내,D,ARRIVED   ,도착,1935,20230430CJUIOZ8981
ASIANA AIRLINE,아시아나항공,CJU,OZ8983,JEJU,제주,5,GIMPO,서울/김포,GMP,1958,20230430,,I,국내,D,ARRIVED   ,도착,1955,20230430CJUIOZ8983
ASIANA AIRLINE,아시아나항공,CJU,OZ8985,JEJU,제주,5,GIMPO,서울/김포,GMP,2011,20230430,,I,국내,D,ARRIVED   ,도착,2005,20230430CJUIOZ8985
ASIANA AIRLINE,아시아나항공,CJU,OZ8991,JEJU,제주,5,GIMPO,서울/김포,GMP,2047,20230430,,I,국내,D,ARRIVED   ,도착,2035,20230430CJUIOZ8991
ASIANA AIRLINE,아시아나항공,CJU,OZ8995,JEJU,제주,5,GIMPO,서울/김포,GMP,2226,20230430,,I,국내,D,ARRIVED   ,도착,2230,20230430CJUIOZ8995
AERO K AIRLINES,에어로케이항공,CJU,RF601,JEJU,제주,5,CHEONGJU,청주,CJJ,0910,20230430,,I,국내,D,ARRIVED   ,도착,0925,20230430CJUIRF601
AERO K AIRLINES,에어로케이항공,CJU,RF609,JEJU,제주,4,CHEONGJU,청주,CJJ,1544,20230430,,I,국내,D,ARRIVED   ,도착,1555,20230430CJUIRF609
AERO K AIRLINES,에어로케이항공,CJU,RF613,JEJU,제주,4,CHEONGJU,청주,CJJ,1940,20230430,,I,국내,D,ARRIVED   ,도착,1950,20230430CJUIRF613
AIR SEOUL,에어서울,CJU,RS901,JEJU,제주,4,GIMPO,서울/김포,GMP,0657,20230430,,I,국내,D,ARRIVED   ,도착,0700,20230430CJUIRS901
AIR SEOUL,에어서울,CJU,RS903,JEJU,제주,5,GIMPO,서울/김포,GMP,1046,20230430,,I,국내,D,ARRIVED   ,도착,1030,20230430CJUIRS903
AIR SEOUL,에어서울,CJU,RS905,JEJU,제주,5,GIMPO,서울/김포,GMP,1433,20230430,,I,국내,D,ARRIVED   ,도착,1400,20230430CJUIRS905
AIR SEOUL,에어서울,CJU,RS907,JEJU,제주,5,GIMPO,서울/김포,GMP,1846,20230430,,I,국내,D,ARRIVED   ,도착,1855,20230430CJUIRS907
AIR SEOUL,에어서울,CJU,RS921,JEJU,제주,4,GIMPO,서울/김포,GMP,0904,20230430,,I,국내,D,ARRIVED   ,도착,0900,20230430CJUIRS921
AIR SEOUL,에어서울,CJU,RS925,JEJU,제주,4,GIMPO,서울/김포,GMP,1611,20230430,,I,국내,D,ARRIVED   ,도착,1600,20230430CJUIRS925
ROYAL AIR PHILIPPINES,로얄에어필리핀,CJU,RW179,JEJU,제주,2,MANILA,마닐라,MNL,2023,20230430,,I,국제,I,ARRIVED   ,도착,1830,20230430CJUIRW179
SCOOT TIGER AIR,스쿠트타이거항공,CJU,TR812,JEJU,제주,2,SINGAPORE,싱가폴/싱가포르,SIN,0708,20230430,,I,국제,I,ARRIVED   ,도착,0715,20230430CJUITR812
T'WAY AIR CO.LTD,티웨이항공,CJU,TW246,JEJU,제주,,KANSAI,오사카/간사이,KIX,1440,20230430,,I,국제,I,ARRIVED   ,도착,1455,20230430CJUITW246
T'WAY AIR CO.LTD,티웨이항공,CJU,TW688,JEJU,제주,,TAIPEI,타이페이/타오위안,TPE,1725,20230430,,I,국제,I,ARRIVED   ,도착,1740,20230430CJUITW688
T'WAY AIR CO.LTD,티웨이항공,CJU,TW701,JEJU,제주,2,GIMPO,서울/김포,GMP,0729,20230430,,I,국내,D,ARRIVED   ,도착,0730,20230430CJUITW701
T'WAY AIR CO.LTD,티웨이항공,CJU,TW703,JEJU,제주,1,GIMPO,서울/김포,GMP,0814,20230430,,I,국내,D,ARRIVED   ,도착,0810,20230430CJUITW703
T'WAY AIR CO.LTD,티웨이항공,CJU,TW705,JEJU,제주,1,GIMPO,서울/김포,GMP,0919,20230430,,I,국내,D,ARRIVED   ,도착,0925,20230430CJUITW705
T'WAY AIR CO.LTD,티웨이항공,CJU,TW707,JEJU,제주,1,GIMPO,서울/김포,GMP,1049,20230430,,I,국내,D,ARRIVED   ,도착,1055,20230430CJUITW707
T'WAY AIR CO.LTD,티웨이항공,CJU,TW713,JEJU,제주,5,GIMPO,서울/김포,GMP,1308,20230430,,I,국내,D,ARRIVED   ,도착,1255,20230430CJUITW713
T'WAY AIR CO.LTD,티웨이항공,CJU,TW715,JEJU,제주,2,GIMPO,서울/김포,GMP,1401,20230430,,I,국내,D,ARRIVED   ,도착,1400,20230430CJUITW715
T'WAY AIR CO.LTD,티웨이항공,CJU,TW723,JEJU,제주,2,GIMPO,서울/김포,GMP,1540,20230430,,I,국내,D,ARRIVED   ,도착,1545,20230430CJUITW723
T'WAY AIR CO.LTD,티웨이항공,CJU,TW725,JEJU,제주,3,GIMPO,서울/김포,GMP,1643,20230430,,I,국내,D,ARRIVED   ,도착,1625,20230430CJUITW725
T'WAY AIR CO.LTD,티웨이항공,CJU,TW727,JEJU,제주,3,GIMPO,서울/김포,GMP,1830,20230430,,I,국내,D,ARRIVED   ,도착,1835,20230430CJUITW727
T'WAY AIR CO.LTD,티웨이항공,CJU,TW731,JEJU,제주,2,GIMPO,서울/김포,GMP,1925,20230430,,I,국내,D,ARRIVED   ,도착,1920,20230430CJUITW731
T'WAY AIR CO.LTD,티웨이항공,CJU,TW733,JEJU,제주,1,GIMPO,서울/김포,GMP,1944,20230430,,I,국내,D,ARRIVED   ,도착,1940,20230430CJUITW733
T'WAY AIR CO.LTD,티웨이항공,CJU,TW735,JEJU,제주,2,GIMPO,서울/김포,GMP,2041,20230430,,I,국내,D,ARRIVED   ,도착,2000,20230430CJUITW735
T'WAY AIR CO.LTD,티웨이항공,CJU,TW801,JEJU,제주,2,DAEGU,대구,TAE,0705,20230430,,I,국내,D,ARRIVED   ,도착,0720,20230430CJUITW801
T'WAY AIR CO.LTD,티웨이항공,CJU,TW803,JEJU,제주,5,DAEGU,대구,TAE,0958,20230430,,I,국내,D,ARRIVED   ,도착,0955,20230430CJUITW803
T'WAY AIR CO.LTD,티웨이항공,CJU,TW805,JEJU,제주,5,DAEGU,대구,TAE,1116,20230430,,I,국내,D,ARRIVED   ,도착,1105,20230430CJUITW805
T'WAY AIR CO.LTD,티웨이항공,CJU,TW809,JEJU,제주,4,DAEGU,대구,TAE,2105,20230430,,I,국내,D,ARRIVED   ,도착,2035,20230430CJUITW809
T'WAY AIR CO.LTD,티웨이항공,CJU,TW811,JEJU,제주,,DAEGU,대구,TAE,0745,20230430,,I,국내,D,ARRIVED   ,도착,0750,20230430CJUITW811
T'WAY AIR CO.LTD,티웨이항공,CJU,TW813,JEJU,제주,4,DAEGU,대구,TAE,2120,20230430,,I,국내,D,ARRIVED   ,도착,2105,20230430CJUITW813
T'WAY AIR CO.LTD,티웨이항공,CJU,TW815,JEJU,제주,5,DAEGU,대구,TAE,1131,20230430,,I,국내,D,ARRIVED   ,도착,1145,20230430CJUITW815
T'WAY AIR CO.LTD,티웨이항공,CJU,TW873,JEJU,제주,2,CHEONGJU,청주,CJJ,1443,20230430,,I,국내,D,ARRIVED   ,도착,1415,20230430CJUITW873
T'WAY AIR CO.LTD,티웨이항공,CJU,TW875,JEJU,제주,4,CHEONGJU,청주,CJJ,1656,20230430,,I,국내,D,ARRIVED   ,도착,1715,20230430CJUITW875
T'WAY AIR CO.LTD,티웨이항공,CJU,TW901,JEJU,제주,3,GWANGJU,광주,KWJ,0928,20230430,,I,국내,D,ARRIVED   ,도착,0950,20230430CJUITW901
T'WAY AIR CO.LTD,티웨이항공,CJU,TW903,JEJU,제주,2,GWANGJU,광주,KWJ,1241,20230430,,I,국내,D,ARRIVED   ,도착,1255,20230430CJUITW903
T'WAY AIR CO.LTD,티웨이항공,CJU,TW905,JEJU,제주,5,GWANGJU,광주,KWJ,1614,20230430,,I,국내,D,ARRIVED   ,도착,1625,20230430CJUITW905
